input,output,reaction,name,schemaClass,module
DEFA5,R-HSA-1461977,R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
DEFA5,R-HSA-1462057,R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
DEFA5,R-HSA-1467211,R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
DEFA5,R-HSA-1462029,R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
DEFA5,R-HSA-1461970,R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
DEFA5,R-HSA-1462050,R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
DEFA6,R-HSA-1461977,R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
DEFA6,R-HSA-1462057,R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
DEFA6,R-HSA-1467211,R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
DEFA6,R-HSA-1462029,R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
DEFA6,R-HSA-1461970,R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
DEFA6,R-HSA-1462050,R-HSA-1462014,Alpha-defensins form biologically active dimers,Reaction,Immune System
DEFA3,R-HSA-1471352,R-HSA-1471314,HNP1-3 bind CD4,Reaction,Immune System
DEFA1,R-HSA-1471352,R-HSA-1471314,HNP1-3 bind CD4,Reaction,Immune System
CD4,R-HSA-1471352,R-HSA-1471314,HNP1-3 bind CD4,Reaction,Immune System
R-ALL-1462049,R-HSA-1471345,R-HSA-1461971,Alpha-defensin dimers adsorb onto microbial membrane anionic phospholipids,Reaction,Immune System
R-HSA-1461977,R-HSA-1471345,R-HSA-1461971,Alpha-defensin dimers adsorb onto microbial membrane anionic phospholipids,Reaction,Immune System
R-HSA-1462057,R-HSA-1471345,R-HSA-1461971,Alpha-defensin dimers adsorb onto microbial membrane anionic phospholipids,Reaction,Immune System
R-HSA-1467211,R-HSA-1471345,R-HSA-1461971,Alpha-defensin dimers adsorb onto microbial membrane anionic phospholipids,Reaction,Immune System
R-HSA-1462029,R-HSA-1471345,R-HSA-1461971,Alpha-defensin dimers adsorb onto microbial membrane anionic phospholipids,Reaction,Immune System
R-HSA-1461970,R-HSA-1471345,R-HSA-1461971,Alpha-defensin dimers adsorb onto microbial membrane anionic phospholipids,Reaction,Immune System
R-HSA-1462050,R-HSA-1471345,R-HSA-1461971,Alpha-defensin dimers adsorb onto microbial membrane anionic phospholipids,Reaction,Immune System
R-HSA-1471345,R-HSA-1471355,R-HSA-1461982,Alpha-defensin dimers multimerize to form a pore complex,BlackBoxEvent,Immune System
DEFA3,R-HSA-1471336,R-HSA-1471354,HNP1-3 bind gp120,Reaction,Immune System
DEFA1,R-HSA-1471336,R-HSA-1471354,HNP1-3 bind gp120,Reaction,Immune System
R-HIV-173652,R-HSA-1471336,R-HSA-1471354,HNP1-3 bind gp120,Reaction,Immune System
R-ALL-1973971,R-HSA-1471328,R-HSA-1467209,Binding of defensins to lipid II,Reaction,Immune System
DEFB103A,R-HSA-1471328,R-HSA-1467209,Binding of defensins to lipid II,Reaction,Immune System
DEFA1,R-HSA-1471328,R-HSA-1467209,Binding of defensins to lipid II,Reaction,Immune System
R-ALL-8879165,R-HSA-6813664,R-HSA-6813659,"ELANE, CTSG or PRTN3 binds bacteria",Reaction,Immune System
CTSG,R-HSA-6813664,R-HSA-6813659,"ELANE, CTSG or PRTN3 binds bacteria",Reaction,Immune System
PRTN3,R-HSA-6813664,R-HSA-6813659,"ELANE, CTSG or PRTN3 binds bacteria",Reaction,Immune System
ELANE,R-HSA-6813664,R-HSA-6813659,"ELANE, CTSG or PRTN3 binds bacteria",Reaction,Immune System
R-ALL-6789198,R-HSA-6789175,R-HSA-6789072,PGLYRP1 binds bacterial peptidoglycan,Reaction,Immune System
R-HSA-6789200,R-HSA-6789175,R-HSA-6789072,PGLYRP1 binds bacterial peptidoglycan,Reaction,Immune System
R-ALL-1562550,R-HSA-6789175,R-HSA-6799969,Positive regulation by 'Zn2+ [phagocytic vesicle lumen]',PositiveRegulation,Immune System
R-HSA-6801804,R-HSA-6801795,R-HSA-6801762,REG3A oligomerize to form a pore complex,Reaction,Immune System
R-ALL-166005,R-HSA-6801795,R-HSA-6801800,Negative regulation by 'LPS [extracellular region]',NegativeRegulation,Immune System
R-ALL-2101051,R-HSA-1222432,R-HSA-1222491,Lactoferrin scavenges iron ions,Reaction,Immune System
LTF,R-HSA-1222432,R-HSA-1222491,Lactoferrin scavenges iron ions,Reaction,Immune System
R-ALL-1222611,R-HSA-1222432,R-HSA-1222491,Lactoferrin scavenges iron ions,Reaction,Immune System
R-HSA-8944198,R-HSA-6798411,R-HSA-6798528,S100A8:S100A9 binds Mn2+,Reaction,Immune System
R-ALL-266099,R-HSA-6798411,R-HSA-6798528,S100A8:S100A9 binds Mn2+,Reaction,Immune System
R-ALL-74113,R-HSA-6798411,R-HSA-6798528,S100A8:S100A9 binds Mn2+,Reaction,Immune System
R-HSA-8944198,R-HSA-8944189,R-HSA-6798474,S100A8:S100A9 binds Zn2+,Reaction,Immune System
R-ALL-158417,R-HSA-8944189,R-HSA-6798474,S100A8:S100A9 binds Zn2+,Reaction,Immune System
R-ALL-912516,R-HSA-5229238,R-HSA-5229273,"LCN2:2,5DHBA binds Fe3+",Reaction,Immune System
R-HSA-5229290,R-HSA-5229238,R-HSA-5229273,"LCN2:2,5DHBA binds Fe3+",Reaction,Immune System
R-HSA-6798557,R-HSA-6798500,R-HSA-6798489,S100A7 or S100A7A binds Zn2+,Reaction,Immune System
R-ALL-158417,R-HSA-6798500,R-HSA-6798489,S100A7 or S100A7A binds Zn2+,Reaction,Immune System
DCD,R-HSA-6803066,R-HSA-6803047,DCD peptide binds bacterial membrane phospholipids,Reaction,Immune System
R-ALL-8931784,R-HSA-6803066,R-HSA-6803047,DCD peptide binds bacterial membrane phospholipids,Reaction,Immune System
DCD,DCD,R-HSA-6802999,DCD is processed into DCD(63-110),BlackBoxEvent,Immune System
R-ALL-6803081,R-HSA-6810759,R-HSA-6810724,PI3 binds the bacterial surface,Reaction,Immune System
PI3,R-HSA-6810759,R-HSA-6810724,PI3 binds the bacterial surface,Reaction,Immune System
R-HSA-6803024,R-HSA-6803105,R-HSA-6803104,DCD forms oligomeric complex,Reaction,Immune System
R-ALL-158417,R-HSA-6803105,R-HSA-6803104,DCD forms oligomeric complex,Reaction,Immune System
HTN1,R-HSA-6807169,R-HSA-6807144,"HTN1,HTN3 or HTN5 binds the bacterial anionic surface ",Reaction,Immune System
HTN3,R-HSA-6807169,R-HSA-6807144,"HTN1,HTN3 or HTN5 binds the bacterial anionic surface ",Reaction,Immune System
R-ALL-8931784,R-HSA-6807169,R-HSA-6807144,"HTN1,HTN3 or HTN5 binds the bacterial anionic surface ",Reaction,Immune System
GNLY,GNLY,R-HSA-6807565,GNLY is transferred to the phagosome,BlackBoxEvent,Immune System
GNLY,R-HSA-6806759,R-HSA-6806732,GNLY binds the bacterial cell surface,Reaction,Immune System
R-ALL-8931784,R-HSA-6806759,R-HSA-6806732,GNLY binds the bacterial cell surface,Reaction,Immune System
HTN3,R-HSA-6807587,R-HSA-6807581,"HTN5, (HTN1, HTN3) binds fungal SSA1/SSA2",Reaction,Immune System
HTN1,R-HSA-6807587,R-HSA-6807581,"HTN5, (HTN1, HTN3) binds fungal SSA1/SSA2",Reaction,Immune System
SSA2,R-HSA-6807587,R-HSA-6807581,"HTN5, (HTN1, HTN3) binds fungal SSA1/SSA2",Reaction,Immune System
SSA1,R-HSA-6807587,R-HSA-6807581,"HTN5, (HTN1, HTN3) binds fungal SSA1/SSA2",Reaction,Immune System
GNLY,R-HSA-8858201,R-HSA-6807578,GNLY binds the bacterial cell surface in the phagosome,Reaction,Immune System
R-ALL-8931784,R-HSA-8858201,R-HSA-6807578,GNLY binds the bacterial cell surface in the phagosome,Reaction,Immune System
R-ALL-112275,R-HSA-2685686,R-HSA-2730871,RasGRP interacts with DAG and Ca2+,Reaction,Immune System
R-ALL-74016,R-HSA-2685686,R-HSA-2730871,RasGRP interacts with DAG and Ca2+,Reaction,Immune System
RASGRP1,R-HSA-2685686,R-HSA-2730871,RasGRP interacts with DAG and Ca2+,Reaction,Immune System
RASGRP4,R-HSA-2685686,R-HSA-2730871,RasGRP interacts with DAG and Ca2+,Reaction,Immune System
RASGRP2,R-HSA-2685686,R-HSA-2730871,RasGRP interacts with DAG and Ca2+,Reaction,Immune System
R-ALL-29356,R-HSA-2685705,R-HSA-2730849,Calcineurin binds and dephosphorylates NFAT,BlackBoxEvent,Immune System
NFATC1,R-ALL-29372,R-HSA-2730849,Calcineurin binds and dephosphorylates NFAT,BlackBoxEvent,Immune System
NFATC1,R-HSA-2685705,R-HSA-2730849,Calcineurin binds and dephosphorylates NFAT,BlackBoxEvent,Immune System
NFATC3,R-ALL-29372,R-HSA-2730849,Calcineurin binds and dephosphorylates NFAT,BlackBoxEvent,Immune System
NFATC3,R-HSA-2685705,R-HSA-2730849,Calcineurin binds and dephosphorylates NFAT,BlackBoxEvent,Immune System
NFATC2,R-ALL-29372,R-HSA-2730849,Calcineurin binds and dephosphorylates NFAT,BlackBoxEvent,Immune System
NFATC2,R-HSA-2685705,R-HSA-2730849,Calcineurin binds and dephosphorylates NFAT,BlackBoxEvent,Immune System
R-HSA-2025947,R-ALL-29372,R-HSA-2730849,Calcineurin binds and dephosphorylates NFAT,BlackBoxEvent,Immune System
R-HSA-2025947,R-HSA-2685705,R-HSA-2730849,Calcineurin binds and dephosphorylates NFAT,BlackBoxEvent,Immune System
R-HSA-2685705,R-HSA-2685690,R-HSA-2730867,Translocation of CaN:CaM:NFAT to nucleus,Reaction,Immune System
R-HSA-2685683,R-ALL-29370,R-HSA-2730833,Phosphorylation of TEC kinases by p-SYK,Reaction,Immune System
R-HSA-2685683,R-HSA-2685675,R-HSA-2730833,Phosphorylation of TEC kinases by p-SYK,Reaction,Immune System
R-ALL-113592,R-HSA-2685675,R-HSA-2730833,Phosphorylation of TEC kinases by p-SYK,Reaction,Immune System
R-HSA-2685668,R-HSA-2685683,R-HSA-2730885,Recruitment of TEC kinases to p-SLP-76,Reaction,Immune System
R-ALL-179838,R-HSA-2685683,R-HSA-2730885,Recruitment of TEC kinases to p-SLP-76,Reaction,Immune System
BTK,R-HSA-2685683,R-HSA-2730885,Recruitment of TEC kinases to p-SLP-76,Reaction,Immune System
ITK,R-HSA-2685683,R-HSA-2730885,Recruitment of TEC kinases to p-SLP-76,Reaction,Immune System
TEC,R-HSA-2685683,R-HSA-2730885,Recruitment of TEC kinases to p-SLP-76,Reaction,Immune System
TXK,R-HSA-2685683,R-HSA-2730885,Recruitment of TEC kinases to p-SLP-76,Reaction,Immune System
R-ALL-113592,R-HSA-2685650,R-HSA-2730858,Autophosphorylation of BTK/ITK,Reaction,Immune System
R-HSA-2685675,R-HSA-2685650,R-HSA-2730858,Autophosphorylation of BTK/ITK,Reaction,Immune System
R-HSA-2685675,R-ALL-29370,R-HSA-2730858,Autophosphorylation of BTK/ITK,Reaction,Immune System
R-HSA-2685650,R-ALL-29370,R-HSA-2730888,Phosphorylation of PLC-gamma,Reaction,Immune System
R-HSA-2685650,R-HSA-2685707,R-HSA-2730888,Phosphorylation of PLC-gamma,Reaction,Immune System
R-ALL-113592,R-HSA-2685707,R-HSA-2730888,Phosphorylation of PLC-gamma,Reaction,Immune System
R-HSA-2424464,R-HSA-2396571,R-HSA-2396606,Recruitment of PLC-gamma to SLP-76 and p-5Y-LAT,Reaction,Immune System
PLCG2,R-HSA-2396571,R-HSA-2396606,Recruitment of PLC-gamma to SLP-76 and p-5Y-LAT,Reaction,Immune System
PLCG1,R-HSA-2396571,R-HSA-2396606,Recruitment of PLC-gamma to SLP-76 and p-5Y-LAT,Reaction,Immune System
R-ALL-9724689,R-HSA-9724684,R-HSA-9724685,IgE binds omalizumab,Reaction,Immune System
R-HSA-1591211,R-HSA-9724684,R-HSA-9724685,IgE binds omalizumab,Reaction,Immune System
STAT1,R-HSA-8985970,R-HSA-8985943,p-Y701-STAT1 dimerizes,Reaction,Immune System
R-HSA-8985982,STAT3,R-HSA-8985900,"p-Y701-STAT1, p-Y705-STAT3, p-Y649-STAT5 dissociates from IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:p-Y705-STAT3",BlackBoxEvent,Immune System
R-HSA-8985982,STAT1,R-HSA-8985900,"p-Y701-STAT1, p-Y705-STAT3, p-Y649-STAT5 dissociates from IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:p-Y705-STAT3",BlackBoxEvent,Immune System
R-HSA-8985982,STAT5B,R-HSA-8985900,"p-Y701-STAT1, p-Y705-STAT3, p-Y649-STAT5 dissociates from IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:p-Y705-STAT3",BlackBoxEvent,Immune System
R-HSA-8985982,STAT5A,R-HSA-8985900,"p-Y701-STAT1, p-Y705-STAT3, p-Y649-STAT5 dissociates from IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:p-Y705-STAT3",BlackBoxEvent,Immune System
R-HSA-8985982,R-HSA-8985997,R-HSA-8985900,"p-Y701-STAT1, p-Y705-STAT3, p-Y649-STAT5 dissociates from IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:p-Y705-STAT3",BlackBoxEvent,Immune System
R-HSA-8985893,R-ALL-29370,R-HSA-8985988,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:STAT3 phosphorylates STAT1, STAT3 or STAT5",Reaction,Immune System
R-HSA-8985893,R-HSA-8985982,R-HSA-8985988,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:STAT3 phosphorylates STAT1, STAT3 or STAT5",Reaction,Immune System
R-ALL-113592,R-HSA-8985982,R-HSA-8985988,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:STAT3 phosphorylates STAT1, STAT3 or STAT5",Reaction,Immune System
STAT1,R-HSA-8985893,R-HSA-8985929,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3 binds STAT1, STAT3, STAT5A or STAT5B",Reaction,Immune System
STAT5A,R-HSA-8985893,R-HSA-8985929,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3 binds STAT1, STAT3, STAT5A or STAT5B",Reaction,Immune System
STAT3,R-HSA-8985893,R-HSA-8985929,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3 binds STAT1, STAT3, STAT5A or STAT5B",Reaction,Immune System
STAT5B,R-HSA-8985893,R-HSA-8985929,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3 binds STAT1, STAT3, STAT5A or STAT5B",Reaction,Immune System
R-HSA-8985997,R-HSA-8985893,R-HSA-8985929,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3 binds STAT1, STAT3, STAT5A or STAT5B",Reaction,Immune System
R-HSA-8985938,R-ALL-29370,R-HSA-8985973,"IL9R is phosphorylated by IL9:IL9R:JAK1:IL2RG:p-Y904,939-JAK3",BlackBoxEvent,Immune System
R-HSA-8985938,R-HSA-8985997,R-HSA-8985973,"IL9R is phosphorylated by IL9:IL9R:JAK1:IL2RG:p-Y904,939-JAK3",BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8985997,R-HSA-8985973,"IL9R is phosphorylated by IL9:IL9R:JAK1:IL2RG:p-Y904,939-JAK3",BlackBoxEvent,Immune System
R-HSA-449785,R-HSA-8985938,R-HSA-8985914,IL9:IL9R:JAK1:IL2RG:JAK3 phosphorylates JAK3,BlackBoxEvent,Immune System
R-HSA-449785,R-ALL-29370,R-HSA-8985914,IL9:IL9R:JAK1:IL2RG:JAK3 phosphorylates JAK3,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8985938,R-HSA-8985914,IL9:IL9R:JAK1:IL2RG:JAK3 phosphorylates JAK3,BlackBoxEvent,Immune System
IL9,R-HSA-449785,R-HSA-8963734,IL9 binds IL9R:JAK1 and IL2RG:JAK3,Reaction,Immune System
R-HSA-8985962,R-HSA-449785,R-HSA-8963734,IL9 binds IL9R:JAK1 and IL2RG:JAK3,Reaction,Immune System
R-HSA-451911,R-HSA-449785,R-HSA-8963734,IL9 binds IL9R:JAK1 and IL2RG:JAK3,Reaction,Immune System
JAK1,R-HSA-8985962,R-HSA-9011748,IL9R binds JAK1,Reaction,Immune System
IL9R,R-HSA-8985962,R-HSA-9011748,IL9R binds JAK1,Reaction,Immune System
STAT1,R-HSA-8985949,R-HSA-8985966,p-Y701-STAT1 binds p-Y705-STAT3,Reaction,Immune System
STAT3,R-HSA-8985949,R-HSA-8985966,p-Y701-STAT1 binds p-Y705-STAT3,Reaction,Immune System
R-HSA-8985949,R-HSA-8985942,R-HSA-8985981,p-Y701-STAT1:p-Y705-STAT3 translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
STAT5B,R-HSA-8985941,R-HSA-8985950,"p-Y649-STAT5A, p-STAT5B dimerizes",BlackBoxEvent,Immune System
STAT5A,R-HSA-8985941,R-HSA-8985950,"p-Y649-STAT5A, p-STAT5B dimerizes",BlackBoxEvent,Immune System
HAVCR2,R-HSA-5340393,R-HSA-5340385,HAVCR2 binds LGALS9,Reaction,Immune System
LGALS9,R-HSA-5340393,R-HSA-5340385,HAVCR2 binds LGALS9,Reaction,Immune System
R-HSA-198379,R-HSA-508238,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-198379,R-HSA-926773,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-198379,R-HSA-912532,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-198379,R-HSA-926774,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-508241,R-HSA-508238,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-508241,R-HSA-926773,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-508241,R-HSA-912532,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-508241,R-HSA-926774,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-437110,R-HSA-508238,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-437110,R-HSA-926773,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-437110,R-HSA-912532,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-437110,R-HSA-926774,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-926769,R-HSA-508238,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-926769,R-HSA-926773,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-926769,R-HSA-912532,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-926769,R-HSA-926774,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-926770,R-HSA-508238,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-926770,R-HSA-926773,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-926770,R-HSA-912532,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-926770,R-HSA-926774,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-912540,R-HSA-508238,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-912540,R-HSA-926773,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-912540,R-HSA-912532,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-912540,R-HSA-926774,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-912523,R-HSA-508238,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-912523,R-HSA-926773,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-912523,R-HSA-912532,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-HSA-912523,R-HSA-926774,R-HSA-508247,Gab2 binds the p85 subunit of Class 1A PI3 kinases,Reaction,Immune System
R-ALL-113592,R-HSA-926769,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-926770,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-912540,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-912523,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-914021,R-ALL-29370,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-914021,R-HSA-926769,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-914021,R-HSA-926770,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-914021,R-HSA-912540,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-914021,R-HSA-912523,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-912538,R-ALL-29370,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-912538,R-HSA-926769,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-912538,R-HSA-926770,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-912538,R-HSA-912540,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-912538,R-HSA-912523,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-914047,R-ALL-29370,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-914047,R-HSA-926769,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-914047,R-HSA-926770,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-914047,R-HSA-912540,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-914047,R-HSA-912523,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-508246,R-ALL-29370,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-508246,R-HSA-926769,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-508246,R-HSA-926770,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-508246,R-HSA-912540,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-508246,R-HSA-912523,R-HSA-912527,SHC1 mediates cytokine-induced phosphorylation of GAB2,BlackBoxEvent,Immune System
R-HSA-453099,R-HSA-914021,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-453099,R-HSA-912538,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-453099,R-HSA-914047,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-453099,R-HSA-508246,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913366,R-HSA-914021,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913366,R-HSA-912538,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913366,R-HSA-914047,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913366,R-HSA-508246,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913428,R-HSA-914021,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913428,R-HSA-912538,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913428,R-HSA-914047,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913428,R-HSA-508246,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913412,R-HSA-914021,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913412,R-HSA-912538,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913412,R-HSA-914047,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-913412,R-HSA-508246,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-912522,R-HSA-914021,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-912522,R-HSA-912538,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-912522,R-HSA-914047,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-912522,R-HSA-508246,R-HSA-453104,Phosphorylated SHC1 recruits GRB2:GAB2,BlackBoxEvent,Immune System
R-HSA-453099,R-HSA-913393,R-HSA-913374,Phosphorylated SHC1 recruits SHIP,Reaction,Immune System
R-HSA-913366,R-HSA-913393,R-HSA-913374,Phosphorylated SHC1 recruits SHIP,Reaction,Immune System
R-HSA-913428,R-HSA-913393,R-HSA-913374,Phosphorylated SHC1 recruits SHIP,Reaction,Immune System
R-HSA-913412,R-HSA-913393,R-HSA-913374,Phosphorylated SHC1 recruits SHIP,Reaction,Immune System
INPPL1,R-HSA-913393,R-HSA-913374,Phosphorylated SHC1 recruits SHIP,Reaction,Immune System
INPP5D,R-HSA-913393,R-HSA-913374,Phosphorylated SHC1 recruits SHIP,Reaction,Immune System
