input,output,reaction,name,schemaClass,module
CD200,R-HSA-198191,R-HSA-199154,CD200 binds to CD200R,Reaction,Immune System
CD200R1,R-HSA-198191,R-HSA-199154,CD200 binds to CD200R,Reaction,Immune System
R-ALL-1006168,R-HSA-5685595,R-HSA-5685607,Sialic acid binds SIGLEC,Reaction,Immune System
SIGLEC7,R-HSA-5685595,R-HSA-5685607,Sialic acid binds SIGLEC,Reaction,Immune System
SIGLEC9,R-HSA-5685595,R-HSA-5685607,Sialic acid binds SIGLEC,Reaction,Immune System
CD33,R-HSA-5685595,R-HSA-5685607,Sialic acid binds SIGLEC,Reaction,Immune System
SIGLEC6,R-HSA-5685595,R-HSA-5685607,Sialic acid binds SIGLEC,Reaction,Immune System
SIGLEC11,R-HSA-5685595,R-HSA-5685607,Sialic acid binds SIGLEC,Reaction,Immune System
SIGLEC5,R-HSA-5685595,R-HSA-5685607,Sialic acid binds SIGLEC,Reaction,Immune System
SIGLEC8,R-HSA-5685595,R-HSA-5685607,Sialic acid binds SIGLEC,Reaction,Immune System
SIGLEC10,R-HSA-5685595,R-HSA-5685607,Sialic acid binds SIGLEC,Reaction,Immune System
CD22,R-HSA-5685595,R-HSA-5685607,Sialic acid binds SIGLEC,Reaction,Immune System
SIGLEC12,R-HSA-5685595,R-HSA-5685607,Sialic acid binds SIGLEC,Reaction,Immune System
SIGLEC1,R-HSA-5685595,R-HSA-5685607,Sialic acid binds SIGLEC,Reaction,Immune System
SLAMF6,R-HSA-5685229,R-HSA-5685604,SLAMF6 binds SLAMF6,Reaction,Immune System
R-HSA-391097,R-HSA-5696351,R-HSA-5696356,OSCAR binds collagen and SP-D,Reaction,Immune System
R-HSA-1474201,R-HSA-5696351,R-HSA-5696356,OSCAR binds collagen and SP-D,Reaction,Immune System
R-HSA-1474209,R-HSA-5696351,R-HSA-5696356,OSCAR binds collagen and SP-D,Reaction,Immune System
R-HSA-1474212,R-HSA-5696351,R-HSA-5696356,OSCAR binds collagen and SP-D,Reaction,Immune System
OSCAR,R-HSA-5696351,R-HSA-5696356,OSCAR binds collagen and SP-D,Reaction,Immune System
SLAMF7,R-HSA-5685228,R-HSA-5685605,SLAMF7 binds SLAMF7,Reaction,Immune System
R-HSA-1474201,R-HSA-5696354,R-HSA-5696357,LAIR2 binds collagen,Reaction,Immune System
R-HSA-1474212,R-HSA-5696354,R-HSA-5696357,LAIR2 binds collagen,Reaction,Immune System
LAIR2,R-HSA-5696354,R-HSA-5696357,LAIR2 binds collagen,Reaction,Immune System
R-HSA-198901,R-HSA-8848850,R-HSA-8850356,TCR binds microbial lipid-based antigen via CD1,Reaction,Immune System
R-HSA-8848840,R-HSA-8848850,R-HSA-8850356,TCR binds microbial lipid-based antigen via CD1,Reaction,Immune System
R-HSA-8850089,R-HSA-8848850,R-HSA-8850356,TCR binds microbial lipid-based antigen via CD1,Reaction,Immune System
R-HSA-8850081,R-HSA-8848850,R-HSA-8850356,TCR binds microbial lipid-based antigen via CD1,Reaction,Immune System
R-HSA-8848833,R-HSA-8848850,R-HSA-8850356,TCR binds microbial lipid-based antigen via CD1,Reaction,Immune System
R-HSA-5685593,R-HSA-6793269,R-HSA-5685602,NCR3LG1 binds NCR3,Reaction,Immune System
NCR3LG1,R-HSA-6793269,R-HSA-5685602,NCR3LG1 binds NCR3,Reaction,Immune System
R-HSA-5685229,R-HSA-5685227,R-HSA-5685603,SAP and EAT2 binds SLAMF6,Reaction,Immune System
SH2D1B,R-HSA-5685227,R-HSA-5685603,SAP and EAT2 binds SLAMF6,Reaction,Immune System
SH2D1A,R-HSA-5685227,R-HSA-5685603,SAP and EAT2 binds SLAMF6,Reaction,Immune System
LAIR1,R-HSA-5686611,R-HSA-5686625,LAIR1 binds collagen,Reaction,Immune System
R-HSA-2172656,R-HSA-5686611,R-HSA-5686625,LAIR1 binds collagen,Reaction,Immune System
FCGR3A,R-HSA-198877,R-HSA-199161,Fc gamma receptors interact with antigen-bound IgG,Reaction,Immune System
FCGR2B,R-HSA-198877,R-HSA-199161,Fc gamma receptors interact with antigen-bound IgG,Reaction,Immune System
R-HSA-199174,R-HSA-198877,R-HSA-199161,Fc gamma receptors interact with antigen-bound IgG,Reaction,Immune System
R-HSA-5685224,R-HSA-5685591,R-HSA-5685608,CLEC2B binds KLRF1 dimer,Reaction,Immune System
R-HSA-5685596,R-HSA-5685591,R-HSA-5685608,CLEC2B binds KLRF1 dimer,Reaction,Immune System
R-HSA-2130532,R-HSA-2130680,R-HSA-2130336,Initial proteolyis of Ii by aspartic proteases to lip22,Reaction,Immune System
R-HSA-2130531,R-HSA-2130532,R-HSA-2213235,Trafficking of nonameric complex in the endocytic pathway,BlackBoxEvent,Immune System
R-HSA-2130331,R-HSA-2130671,R-HSA-2130486,Uncoating of clathrin-coated vesicles and fusion with endosomes,Reaction,Immune System
R-HSA-2130331,SH3GL2,R-HSA-2130486,Uncoating of clathrin-coated vesicles and fusion with endosomes,Reaction,Immune System
R-HSA-2130331,R-HSA-2130531,R-HSA-2130486,Uncoating of clathrin-coated vesicles and fusion with endosomes,Reaction,Immune System
R-ALL-29438,R-ALL-29372,R-HSA-2130725,Internalization of MHC II:Ii clathrin coated vesicle,BlackBoxEvent,Immune System
R-ALL-29438,R-HSA-2130331,R-HSA-2130725,Internalization of MHC II:Ii clathrin coated vesicle,BlackBoxEvent,Immune System
R-ALL-29356,R-ALL-29420,R-HSA-2130725,Internalization of MHC II:Ii clathrin coated vesicle,BlackBoxEvent,Immune System
R-ALL-29356,R-HSA-2130331,R-HSA-2130725,Internalization of MHC II:Ii clathrin coated vesicle,BlackBoxEvent,Immune System
SH3GL2,R-ALL-29372,R-HSA-2130725,Internalization of MHC II:Ii clathrin coated vesicle,BlackBoxEvent,Immune System
SH3GL2,R-ALL-29420,R-HSA-2130725,Internalization of MHC II:Ii clathrin coated vesicle,BlackBoxEvent,Immune System
SH3GL2,R-HSA-2130331,R-HSA-2130725,Internalization of MHC II:Ii clathrin coated vesicle,BlackBoxEvent,Immune System
R-HSA-2130309,R-ALL-29372,R-HSA-2130725,Internalization of MHC II:Ii clathrin coated vesicle,BlackBoxEvent,Immune System
R-HSA-2130309,R-ALL-29420,R-HSA-2130725,Internalization of MHC II:Ii clathrin coated vesicle,BlackBoxEvent,Immune System
R-HSA-2130309,R-HSA-2130331,R-HSA-2130725,Internalization of MHC II:Ii clathrin coated vesicle,BlackBoxEvent,Immune System
R-HSA-177505,R-HSA-2130309,R-HSA-2130640,Recruitment of clathrin coated vesicle by Ii,Reaction,Immune System
R-HSA-2130467,R-HSA-2130309,R-HSA-2130640,Recruitment of clathrin coated vesicle by Ii,Reaction,Immune System
R-HSA-2130431,R-HSA-2130467,R-HSA-2130500,Insertion of MHC II:Ii complex in to the plasma membrane,BlackBoxEvent,Immune System
R-HSA-2130491,R-HSA-2130431,R-HSA-2130378,Transport of MHC II:Ii complex to plasma membrane,BlackBoxEvent,Immune System
R-HSA-2214394,R-HSA-2130491,R-HSA-2130393,Transport of MHC II:Ii complex along Golgi to TGN,BlackBoxEvent,Immune System
R-HSA-2213211,R-HSA-203999,R-HSA-2213243,Fusion of COPII vesicle with Golgi complex,Reaction,Immune System
R-HSA-2213211,R-HSA-2214394,R-HSA-2213243,Fusion of COPII vesicle with Golgi complex,Reaction,Immune System
R-HSA-2130477,R-HSA-2213211,R-HSA-2130731,Formation of COPII vesicle,Reaction,Immune System
R-HSA-203999,R-HSA-2213211,R-HSA-2130731,Formation of COPII vesicle,Reaction,Immune System
R-HSA-8951502,R-HSA-8980062,R-HSA-8951500,Dissociation of CANX from nonameric complex,Reaction,Immune System
R-HSA-8951502,CANX,R-HSA-8951500,Dissociation of CANX from nonameric complex,Reaction,Immune System
R-HSA-2213212,R-HSA-8951502,R-HSA-2213241,Formation of nonameric complex,Reaction,Immune System
R-HSA-2213186,R-HSA-8951502,R-HSA-2213241,Formation of nonameric complex,Reaction,Immune System
HLA-DQA2,R-HSA-2213186,R-HSA-2213239,Formation of MHC II alpha beta heterodimer,Reaction,Immune System
HLA-DQA1,R-HSA-2213186,R-HSA-2213239,Formation of MHC II alpha beta heterodimer,Reaction,Immune System
HLA-DPA1,R-HSA-2213186,R-HSA-2213239,Formation of MHC II alpha beta heterodimer,Reaction,Immune System
HLA-DRA,R-HSA-2213186,R-HSA-2213239,Formation of MHC II alpha beta heterodimer,Reaction,Immune System
HLA-DRB1,R-HSA-2213186,R-HSA-2213239,Formation of MHC II alpha beta heterodimer,Reaction,Immune System
HLA-DQB2,R-HSA-2213186,R-HSA-2213239,Formation of MHC II alpha beta heterodimer,Reaction,Immune System
HLA-DRB5,R-HSA-2213186,R-HSA-2213239,Formation of MHC II alpha beta heterodimer,Reaction,Immune System
HLA-DPB1,R-HSA-2213186,R-HSA-2213239,Formation of MHC II alpha beta heterodimer,Reaction,Immune System
HLA-DQB1,R-HSA-2213186,R-HSA-2213239,Formation of MHC II alpha beta heterodimer,Reaction,Immune System
HLA-DRB3,R-HSA-2213186,R-HSA-2213239,Formation of MHC II alpha beta heterodimer,Reaction,Immune System
HLA-DRB4,R-HSA-2213186,R-HSA-2213239,Formation of MHC II alpha beta heterodimer,Reaction,Immune System
R-HSA-2130599,R-HSA-2213212,R-HSA-2130478,Interaction of invariant chain trimer and MHC II alpha beta dimer,Reaction,Immune System
R-HSA-2213186,R-HSA-2213212,R-HSA-2130478,Interaction of invariant chain trimer and MHC II alpha beta dimer,Reaction,Immune System
CANX,R-HSA-2213212,R-HSA-2130478,Interaction of invariant chain trimer and MHC II alpha beta dimer,Reaction,Immune System
R-HSA-2213234,R-HSA-350827,R-HSA-2213236,TGN-lysosome vesicle uncoating and release of nonameric complex to lysosome,Reaction,Immune System
R-HSA-2213234,R-HSA-167717,R-HSA-2213236,TGN-lysosome vesicle uncoating and release of nonameric complex to lysosome,Reaction,Immune System
R-HSA-2213234,R-HSA-2130532,R-HSA-2213236,TGN-lysosome vesicle uncoating and release of nonameric complex to lysosome,Reaction,Immune System
R-ALL-29438,R-HSA-2213234,R-HSA-2130641,Translocation of TGN-lysosome vesicle to lysosome,Reaction,Immune System
R-ALL-29438,DNM2,R-HSA-2130641,Translocation of TGN-lysosome vesicle to lysosome,Reaction,Immune System
R-ALL-29438,DNM1,R-HSA-2130641,Translocation of TGN-lysosome vesicle to lysosome,Reaction,Immune System
R-ALL-29438,DNM3,R-HSA-2130641,Translocation of TGN-lysosome vesicle to lysosome,Reaction,Immune System
R-HSA-2130552,R-ALL-29372,R-HSA-2130641,Translocation of TGN-lysosome vesicle to lysosome,Reaction,Immune System
R-HSA-2130552,R-ALL-29420,R-HSA-2130641,Translocation of TGN-lysosome vesicle to lysosome,Reaction,Immune System
R-HSA-2130552,R-HSA-2213234,R-HSA-2130641,Translocation of TGN-lysosome vesicle to lysosome,Reaction,Immune System
R-HSA-2130552,DNM2,R-HSA-2130641,Translocation of TGN-lysosome vesicle to lysosome,Reaction,Immune System
R-HSA-2130552,DNM1,R-HSA-2130641,Translocation of TGN-lysosome vesicle to lysosome,Reaction,Immune System
R-HSA-2130552,DNM3,R-HSA-2130641,Translocation of TGN-lysosome vesicle to lysosome,Reaction,Immune System
R-HSA-350827,R-HSA-8951497,R-HSA-2130619,TGN-lysosomal vesicle coat assembly,BlackBoxEvent,Immune System
R-HSA-199981,R-HSA-8951497,R-HSA-2130619,TGN-lysosomal vesicle coat assembly,BlackBoxEvent,Immune System
R-HSA-2130491,R-HSA-8951497,R-HSA-2130619,TGN-lysosomal vesicle coat assembly,BlackBoxEvent,Immune System
R-HSA-167717,R-HSA-8951497,R-HSA-2130619,TGN-lysosomal vesicle coat assembly,BlackBoxEvent,Immune System
DNM2,R-HSA-8951497,R-HSA-2130619,TGN-lysosomal vesicle coat assembly,BlackBoxEvent,Immune System
DNM1,R-HSA-8951497,R-HSA-2130619,TGN-lysosomal vesicle coat assembly,BlackBoxEvent,Immune System
DNM3,R-HSA-8951497,R-HSA-2130619,TGN-lysosomal vesicle coat assembly,BlackBoxEvent,Immune System
R-HSA-8951497,R-HSA-201340,R-HSA-8951498,"Dissociation of Arf1:GDP, AP-1 Clathrin coated nonameric complex",Reaction,Immune System
R-HSA-8951497,R-ALL-29372,R-HSA-8951498,"Dissociation of Arf1:GDP, AP-1 Clathrin coated nonameric complex",Reaction,Immune System
R-HSA-8951497,R-HSA-2130552,R-HSA-8951498,"Dissociation of Arf1:GDP, AP-1 Clathrin coated nonameric complex",Reaction,Immune System
R-HSA-2130723,R-HSA-2130574,R-HSA-2130349,Generation of CLIP from lip10,Reaction,Immune System
R-HSA-2130680,R-HSA-2130723,R-HSA-2130504,Cleavage of lip22 to lip10,Reaction,Immune System
R-ALL-2213221,R-ALL-2213225,R-HSA-2213240,Reduction of disulphide bonds in MHC II antigens,Reaction,Immune System
R-ALL-983667,R-ALL-2213221,R-HSA-2130627,MHC class II antigen internalization,BlackBoxEvent,Immune System
LAG3,R-HSA-8856203,R-HSA-8856157,LAG3 (CD233) binds MHC II,Reaction,Immune System
R-HSA-2213189,R-HSA-8856203,R-HSA-8856157,LAG3 (CD233) binds MHC II,Reaction,Immune System
R-ALL-2213226,R-HSA-2213213,R-HSA-2213244,Loading of antigenic peptides,Reaction,Immune System
R-ALL-2213226,R-HSA-2213217,R-HSA-2213244,Loading of antigenic peptides,Reaction,Immune System
R-ALL-2213226,R-HSA-2213223,R-HSA-2213244,Loading of antigenic peptides,Reaction,Immune System
R-HSA-2213227,R-HSA-2213213,R-HSA-2213244,Loading of antigenic peptides,Reaction,Immune System
R-HSA-2213227,R-HSA-2213217,R-HSA-2213244,Loading of antigenic peptides,Reaction,Immune System
R-HSA-2213227,R-HSA-2213223,R-HSA-2213244,Loading of antigenic peptides,Reaction,Immune System
R-ALL-2213225,R-ALL-2213226,R-HSA-2130706,MHC class II antigen processing,Reaction,Immune System
R-HSA-2213213,R-HSA-2213227,R-HSA-2213246,Disassociation of CLIP from MHC II,Reaction,Immune System
R-HSA-2213213,CD74,R-HSA-2213246,Disassociation of CLIP from MHC II,Reaction,Immune System
R-HSA-2213217,R-HSA-2213227,R-HSA-2213246,Disassociation of CLIP from MHC II,Reaction,Immune System
R-HSA-2213217,CD74,R-HSA-2213246,Disassociation of CLIP from MHC II,Reaction,Immune System
R-HSA-2130574,R-HSA-2213227,R-HSA-2213246,Disassociation of CLIP from MHC II,Reaction,Immune System
R-HSA-2130574,CD74,R-HSA-2213246,Disassociation of CLIP from MHC II,Reaction,Immune System
R-HSA-2213215,R-HSA-2213215,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213215,R-ALL-29370,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213215,ACTR1B,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213215,ACTR1A,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213215,SPTBN2,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213215,R-HSA-2213219,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213215,R-HSA-2029135,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213215,R-HSA-2213232,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1B,R-HSA-2213215,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1B,R-ALL-29370,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1B,ACTR1A,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1B,SPTBN2,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1B,R-HSA-2213219,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1B,R-HSA-2029135,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1B,R-HSA-2213232,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1A,R-HSA-2213215,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1A,R-ALL-29370,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1A,ACTR1B,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1A,ACTR1A,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1A,SPTBN2,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1A,R-HSA-2213219,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1A,R-HSA-2029135,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
ACTR1A,R-HSA-2213232,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-2213215,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-ALL-113592,ACTR1B,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-ALL-113592,ACTR1A,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-ALL-113592,SPTBN2,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-2213219,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-2029135,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-2213232,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
SPTBN2,R-HSA-2213215,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
SPTBN2,R-ALL-29370,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
SPTBN2,ACTR1B,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
SPTBN2,ACTR1A,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
SPTBN2,SPTBN2,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
SPTBN2,R-HSA-2213219,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
SPTBN2,R-HSA-2029135,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
SPTBN2,R-HSA-2213232,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213223,R-HSA-2213215,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213223,R-ALL-29370,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213223,ACTR1B,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213223,ACTR1A,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213223,SPTBN2,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213223,R-HSA-2213219,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213223,R-HSA-2029135,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213223,R-HSA-2213232,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213219,R-HSA-2213215,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213219,R-ALL-29370,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213219,ACTR1B,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213219,ACTR1A,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213219,SPTBN2,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213219,R-HSA-2213219,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213219,R-HSA-2029135,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2213219,R-HSA-2213232,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2029135,R-HSA-2213215,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2029135,R-ALL-29370,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2029135,ACTR1B,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2029135,ACTR1A,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2029135,SPTBN2,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2029135,R-HSA-2213219,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2029135,R-HSA-2029135,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
R-HSA-2029135,R-HSA-2213232,R-HSA-2213248,Transport of antigen loaded MHC II molecules to surface,BlackBoxEvent,Immune System
XDH,R-HSA-8851053,R-HSA-8851044,BTN1A1 binds xanthine oxidoreductase (XDH),Reaction,Immune System
BTN1A1,R-HSA-8851053,R-HSA-8851044,BTN1A1 binds xanthine oxidoreductase (XDH),Reaction,Immune System
R-ALL-8851965,R-HSA-8851970,R-HSA-8851988,BTN2A2 binds T cell surface,Reaction,Immune System
BTN2A2,R-HSA-8851970,R-HSA-8851988,BTN2A2 binds T cell surface,Reaction,Immune System
BTN3A1,R-HSA-8938411,R-HSA-8938431,BTN3A1 and BTN1A1 binds periplakin (PPL),Reaction,Immune System
BTN1A1,R-HSA-8938411,R-HSA-8938431,BTN3A1 and BTN1A1 binds periplakin (PPL),Reaction,Immune System
PPL,R-HSA-8938411,R-HSA-8938431,BTN3A1 and BTN1A1 binds periplakin (PPL),Reaction,Immune System
R-ALL-8851032,R-HSA-8851039,R-HSA-8851038,BTN3A1 binds prenylated phosphoantigens,Reaction,Immune System
BTN3A3,R-HSA-8851039,R-HSA-8851038,BTN3A1 binds prenylated phosphoantigens,Reaction,Immune System
BTN3A2,R-HSA-8851039,R-HSA-8851038,BTN3A1 binds prenylated phosphoantigens,Reaction,Immune System
BTN3A1,R-HSA-8851039,R-HSA-8851038,BTN3A1 binds prenylated phosphoantigens,Reaction,Immune System
R-ALL-8851976,R-HSA-8851983,R-HSA-8852013,BTNL8 binds resting T cell surface,Reaction,Immune System
BTNL8,R-HSA-8851983,R-HSA-8852013,BTNL8 binds resting T cell surface,Reaction,Immune System
BTNL9,R-HSA-8851986,R-HSA-8851979,BTNL9 binds immune cell surfaces,Reaction,Immune System
R-ALL-8851998,R-HSA-8851986,R-HSA-8851979,BTNL9 binds immune cell surfaces,Reaction,Immune System
BTN2A1,R-HSA-8851051,R-HSA-8851018,BTN2A1 binds DC-SIGN,Reaction,Immune System
CD209,R-HSA-8851051,R-HSA-8851018,BTN2A1 binds DC-SIGN,Reaction,Immune System
R-ALL-8851965,R-HSA-8851977,R-HSA-8852010,BTNL2 binds activated T cells surface,Reaction,Immune System
BTNL2,R-HSA-8851977,R-HSA-8852010,BTNL2 binds activated T cells surface,Reaction,Immune System
